ID_Cliente,Edad,Genero,Monto_Total,Visitas_Web,Devoluciones
137,18,Femenino,291.70458890156686,95,0
138,61,Femenino,422.57518622317417,98,1
139,25,Femenino,78.91857835856871,60,0
140,41,Otro,399.78334915541626,64,0
141,28,Masculino,109.19657316337094,88,0
142,68,Femenino,90.60958403276236,35,0
143,34,Otro,90.90810808722104,70,0
144,25,Masculino,409.23432555326156,83,1
145,52,Otro,336.11403953078997,30,0
146,52,Femenino,266.5405254244839,71,0
147,50,Femenino,186.14752197845448,74,1
148,76,Femenino,439.8896647280165,96,0
149,22,Otro,202.60188008338002,98,0
150,59,Otro,410.22542562133697,63,0
151,56,Femenino,225.45653774512192,28,0
152,75,Otro,195.01429820349227,60,0
153,58,Femenino,236.98175508527234,79,0
154,45,Femenino,158.02446940334755,94,0
155,24,Masculino,376.4547915962749,37,0
156,26,Otro,256.5816309502685,93,0
157,25,Femenino,124.16811427436707,22,0
158,29,Femenino,450.84175361790125,68,0
159,51,Otro,198.414752862187,20,1
160,50,Masculino,276.5691255152974,96,0
161,65,Masculino,454.21809831714575,68,0
162,72,Femenino,316.0644989998991,91,0
163,40,Otro,67.72159092674421,64,0
164,79,Masculino,470.54782450879605,17,0
165,41,Otro,317.76309197845904,12,1
166,54,Otro,174.43629837464366,22,0
167,52,Femenino,78.67367956872806,17,1
168,61,Masculino,399.17533014780986,10,0
169,57,Femenino,314.02561402700735,65,0
170,39,Masculino,271.6292045224094,22,0
171,44,Masculino,448.06041940344375,90,0
172,52,Masculino,396.5183348944078,82,0
173,18,Masculino,84.7448536291817,50,1
174,52,Masculino,163.08795218592087,14,0
175,54,Otro,132.13543393918098,64,0
176,64,Femenino,374.66171021432535,47,0
177,31,Otro,26.914126803164006,29,0
178,20,Masculino,289.4610007445094,76,0
179,18,Femenino,383.723526670068,36,0
180,22,Masculino,439.67677919487636,99,0
181,43,Femenino,177.9490159964367,52,0
182,72,Otro,412.5054506369503,76,0
183,31,Femenino,64.65423523957394,7,0
184,56,Femenino,424.8383968040467,29,0
185,44,Femenino,72.90570021150539,11,0
186,26,Femenino,204.97212872929978,33,0
187,32,Femenino,400.7760815490915,6,0
188,32,Masculino,83.88458068722477,79,0
189,43,Femenino,122.718557966378,32,0
190,59,Femenino,364.0426322284059,51,0
191,77,Otro,362.9578846393034,75,0
192,30,Femenino,324.34176629735305,58,0
193,68,Otro,350.18776356664546,87,1
194,49,Masculino,276.16361501864833,26,0
195,56,Femenino,133.75563933495337,98,0
196,66,Otro,179.71818882016856,46,1
197,69,Otro,99.39208237429787,98,0
198,78,Masculino,455.1865497728111,29,0
199,49,Femenino,296.070283538016,4,0
200,21,Femenino,206.71676850580172,81,0
201,47,Otro,236.65184088380295,99,0
202,54,Femenino,474.1951947399836,13,0
203,40,Otro,85.56551182532125,39,0
204,56,Femenino,297.45950277222227,15,0
205,62,Otro,258.1325083139461,29,0
206,32,Femenino,309.8068482452601,29,1
207,60,Masculino,19.364934980301427,75,0
208,46,Femenino,437.40465342816213,32,0
209,53,Femenino,466.7718992757283,2,0
210,30,Masculino,287.13269336691775,47,0
211,49,Femenino,351.5105782877388,78,0
212,24,Masculino,462.06344708628626,84,0
213,76,Femenino,356.6933114964086,22,0
214,68,Otro,85.16786150653093,75,0
215,39,Otro,292.59315230165504,27,0
216,45,Femenino,307.48701520440795,67,0
217,19,Femenino,218.11196360251796,81,0
218,59,Femenino,370.9894533383018,56,0
219,62,Otro,467.8726537294328,92,1
220,79,Femenino,463.565787067867,93,0
221,74,Otro,231.18587230232268,21,0
222,70,Masculino,65.9300234390497,47,0
223,23,Otro,492.57976689206276,80,0
224,45,Otro,421.1406133152847,59,1
225,45,Masculino,71.52238244899911,84,0
226,61,Otro,461.25210154120373,6,0
227,61,Femenino,436.3142692294118,19,0
228,37,Femenino,264.4712289632123,57,0
229,47,Otro,299.92932579714284,69,0
230,79,Femenino,205.81182354442876,3,1
231,28,Otro,37.30582220338434,1,0
232,75,Femenino,174.5790497856685,58,0
233,72,Femenino,403.4967630887266,38,1
234,45,Otro,12.767375260753099,15,0
235,42,Femenino,173.74784454281507,34,0
236,56,Otro,205.40357551276676,61,0
237,79,Femenino,273.5551476381132,35,1
238,50,Femenino,460.7693242340463,64,0
239,18,Masculino,180.03636424213803,25,0
240,74,Masculino,180.33359232820345,24,0
241,44,Otro,371.50686094972184,12,0
242,79,Masculino,231.8606820655606,18,0
243,74,Otro,120.44406082912117,15,0
244,69,Masculino,231.96914314695343,80,0
245,30,Femenino,79.44951147591203,27,0
246,58,Otro,96.8414298947963,72,1
247,20,Otro,254.45102475597534,60,0
248,56,Femenino,215.5640075324762,46,0
249,23,Otro,458.31706857283496,89,0
250,25,Otro,187.8918136175919,17,0
251,44,Masculino,294.69799746110226,93,0
252,26,Otro,319.9933689366101,53,0
253,79,Femenino,16.909736499989314,8,0
254,54,Masculino,335.30154360217983,79,0
255,50,Masculino,97.64860578274332,27,0
256,68,Femenino,480.94392040129827,46,0
257,59,Femenino,83.27040523514879,50,0
258,61,Masculino,213.45850856437812,71,1
259,41,Otro,52.27866252449617,3,0
260,32,Masculino,498.46994627859124,93,1
261,76,Femenino,256.3244575571432,64,1
262,71,Masculino,301.94096597816144,44,0
263,49,Femenino,43.33393568163525,53,0
264,49,Masculino,377.6056502603975,24,0
265,41,Otro,113.24878782028924,60,0
266,58,Masculino,450.0975746812294,3,0
267,69,Masculino,110.91585401594251,20,0
268,66,Femenino,103.84163926486478,46,0
269,79,Femenino,28.391062411642444,15,0
270,66,Femenino,241.57676963134463,25,0
271,75,Masculino,286.98973473205075,94,0
272,69,Otro,42.664379000178485,78,0
273,29,Femenino,390.1207683722077,71,0
274,79,Femenino,232.3848846091595,17,0
275,56,Masculino,267.1890368358504,84,0
276,19,Femenino,226.25336462626268,9,1
277,20,Otro,206.67351829847206,38,0
278,66,Otro,284.4439421753727,48,0
279,54,Femenino,86.49010038308377,60,0
280,66,Femenino,99.55381987743522,63,0
281,73,Masculino,432.34406148611674,86,1
282,34,Otro,473.62351871441325,2,0
283,76,Otro,193.23491031893906,88,1
284,66,Femenino,143.02951750376957,72,0
285,19,Masculino,325.7377764154982,11,0
286,19,Otro,210.5753767525182,64,0
287,45,Otro,22.92662109573881,77,0
288,71,Masculino,86.93669641075019,81,0
289,40,Masculino,360.96840602080107,72,1
290,54,Otro,333.0432695650191,21,1
291,49,Otro,23.763488330455168,18,0
292,50,Masculino,119.15537326617876,94,1
293,18,Otro,123.61111292986095,64,1
294,36,Femenino,339.3914979915776,82,0
295,79,Femenino,20.148308230761252,95,0
296,19,Masculino,61.461150881448894,38,0
297,70,Masculino,402.0589237901762,32,0
298,61,Masculino,97.8976120755963,11,0
299,43,Femenino,330.01921979349265,45,0
300,49,Otro,127.09047132237264,89,0
301,23,Femenino,59.17656175569945,33,0
302,49,Otro,129.53278749423276,41,0
303,72,Femenino,364.04966314334513,8,1
304,21,Otro,429.36342113802687,11,1
305,72,Femenino,416.8926237055424,86,0
306,28,Masculino,204.92133774823364,51,1
307,73,Femenino,337.5276743513313,88,0
308,76,Otro,110.83981260604436,41,0
309,34,Femenino,153.995813962766,17,0
310,55,Femenino,449.25638316608814,76,0
311,41,Femenino,16.86444155850529,46,0
312,22,Masculino,52.356425853262124,32,0
313,69,Femenino,112.26032189398038,79,0
314,51,Masculino,23.48751379623475,80,0
315,23,Masculino,99.31264547645578,54,0
316,39,Femenino,295.8988440946643,86,0
317,28,Femenino,216.78731751502775,92,0
318,65,Femenino,447.4628025721792,20,0
319,33,Otro,410.6386234709668,33,0
320,50,Femenino,177.8195936561103,74,0
321,26,Masculino,137.48777066461767,40,0
322,77,Femenino,196.35943379787716,32,0
323,76,Otro,299.4493743609984,97,0
324,23,Femenino,141.71715218279792,2,0
325,33,Otro,316.0208903921511,97,0
326,46,Otro,210.90700374761218,33,0
327,20,Femenino,280.7270950270443,77,0
328,37,Masculino,223.9839360117375,30,0
329,77,Otro,154.6409892957687,33,0
330,76,Femenino,474.7678937579757,77,0
331,53,Femenino,384.28503624120293,26,0
332,36,Masculino,79.08539953767853,22,0
333,43,Otro,435.6150742020283,66,1
334,20,Otro,249.09757154313692,38,0
335,36,Femenino,448.3833150646577,90,0
336,37,Femenino,402.0291477862108,46,0
337,49,Masculino,218.64201043768978,15,0
338,24,Masculino,21.498726422697466,98,0
339,69,Otro,142.0175674189311,44,0
340,58,Otro,275.6299480764944,49,0
341,50,Femenino,320.5875886048991,75,0
342,57,Otro,136.73602201955254,61,0
343,56,Masculino,78.7147982586474,67,1
344,35,Masculino,419.19835091325695,6,0
345,57,Femenino,492.3648674543888,9,0
346,18,Masculino,267.8253442371647,6,0
347,28,Masculino,94.53701042274456,73,0
348,45,Masculino,143.7944363312311,95,0
349,74,Masculino,19.50223616998497,32,0
350,42,Femenino,458.04926581136425,41,0
351,67,Femenino,68.13915507472409,76,0
352,40,Otro,292.70481476422714,8,0
353,48,Masculino,144.65003052638733,72,1
354,47,Otro,281.7701322314809,50,0
355,59,Femenino,329.3702800982375,92,0
356,52,Femenino,416.6586129146752,62,0
357,24,Femenino,111.54321252681527,84,0
358,77,Femenino,15.882458128326194,62,0
359,33,Femenino,77.50551591868116,7,0
360,43,Femenino,451.0591251846474,75,0
361,65,Femenino,438.2691929668512,84,0
362,74,Masculino,302.9337135123659,80,0
363,69,Otro,304.45300318227333,4,0
364,77,Femenino,336.03545219039205,6,0
365,66,Masculino,96.34424088617857,58,1
366,19,Masculino,458.1046475302678,22,0
367,18,Otro,215.4881719346698,26,0
368,65,Femenino,198.046309578129,3,1
369,79,Otro,264.510216735949,41,0
370,29,Femenino,33.489840736389446,60,1
371,22,Masculino,91.89570900610087,14,0
372,54,Masculino,371.76745524070833,75,1
373,49,Masculino,51.029947949349406,82,0
374,76,Masculino,305.742957583797,12,0
375,72,Otro,130.5983891890066,87,0
376,26,Femenino,201.0602030735475,12,1
377,58,Femenino,151.81558414925757,13,1
378,52,Otro,184.6017947095926,25,0
379,36,Femenino,362.47297058768817,45,0
380,65,Masculino,155.94107979754418,19,1
381,33,Femenino,287.75507142533115,55,0
382,20,Masculino,243.5266718764593,45,0
383,37,Otro,335.36703544501626,8,1
384,41,Femenino,469.07815739946903,93,0
385,71,Otro,369.09404158441754,53,0
386,73,Femenino,115.71331532017544,55,0
387,50,Masculino,25.764144612498846,32,0
388,41,Otro,138.87824968476437,51,1
389,69,Femenino,301.79064707777474,44,0
390,28,Masculino,35.67293570054055,82,1
391,66,Otro,253.4712780050052,70,0
392,25,Otro,302.65457454481725,18,1
393,53,Femenino,174.11238455490232,83,0
394,55,Femenino,387.8615237335798,22,0
395,57,Femenino,62.679844908981295,37,0
396,37,Masculino,47.27994415967839,96,0
397,79,Femenino,366.9483961616638,56,0
398,52,Otro,253.04299928293415,59,1
399,65,Otro,347.4729730513768,3,0
400,79,Femenino,223.34798224653377,28,0
401,42,Femenino,131.11379527054277,74,0
402,52,Otro,411.4505845015208,35,0
403,42,Masculino,401.81407275531535,61,0
404,46,Femenino,350.5539224832419,93,1
405,35,Femenino,143.71504467406675,54,1
406,63,Otro,299.4179114324181,63,1
407,35,Femenino,187.19672255214311,79,0
408,19,Masculino,55.32942489338742,97,0
409,71,Otro,459.52499518876783,7,0
410,52,Femenino,77.47271983483161,76,0
411,33,Otro,475.6411846952828,49,1
412,78,Femenino,228.81982586291934,94,0
413,58,Femenino,101.12256866650432,85,0
414,53,Femenino,275.7605137417063,31,0
415,50,Masculino,437.80698666150187,58,0
416,21,Masculino,368.9240818974802,61,1
417,50,Otro,405.3116818781796,24,0
418,31,Femenino,332.9744580048961,20,0
419,38,Femenino,349.3693783314888,37,1
420,65,Masculino,426.18127144122377,4,0
421,37,Femenino,132.71249033657153,92,0
422,73,Masculino,250.07351970331726,20,0
423,25,Femenino,118.7820217706953,60,0
424,24,Otro,493.9634899143587,24,0
425,20,Femenino,472.6170467765972,50,1
426,34,Femenino,29.799424164883636,49,0
427,50,Masculino,355.8790469464295,51,1
428,65,Femenino,463.40905137496844,96,0
429,29,Femenino,98.89163143982977,36,0
430,76,Masculino,288.50919035551215,98,0
431,68,Otro,458.63152166934645,66,0
432,39,Otro,27.11655651774853,79,0
433,72,Masculino,351.8872208173281,34,1
434,39,Masculino,156.0523391088636,36,0
435,63,Masculino,462.99193763681166,6,0
436,47,Masculino,485.8330110084475,39,0
437,55,Masculino,472.7184464210259,42,0
438,55,Otro,242.62785905382853,58,0
439,62,Otro,432.46987765926895,12,0
440,68,Masculino,423.90693058291697,3,0
441,71,Femenino,166.69968165257364,18,0
442,25,Masculino,416.2541245967566,40,0
443,44,Femenino,28.61523719323364,21,0
444,44,Masculino,302.37410551696496,15,0
445,51,Masculino,123.08932585233065,97,0
446,38,Otro,69.51749058797797,99,1
447,47,Femenino,48.16859219749788,26,0
448,50,Femenino,351.33335579234944,8,0
449,45,Otro,176.86879476446836,94,0
450,64,Otro,365.27333466332874,87,1
451,50,Otro,42.49192882108229,42,0
452,22,Otro,164.83462036808376,44,0
453,77,Femenino,274.58098761772754,14,1
454,78,Femenino,397.5589891886726,78,0
455,65,Masculino,166.52935018524823,2,0
456,36,Masculino,316.87382876591596,37,0
457,21,Otro,444.1861077616136,69,0
458,52,Otro,311.9650306152381,38,1
459,66,Otro,124.53366289190373,41,0
460,34,Masculino,22.44418257192536,62,0
461,61,Masculino,436.4133987745052,60,0
462,45,Masculino,20.911376611264505,14,0
463,47,Masculino,438.6664687789156,89,0
464,46,Masculino,269.41472710632024,84,0
465,63,Masculino,470.17363842206265,2,0
466,70,Masculino,401.5043939112092,70,0
467,23,Otro,498.9887471060687,17,0
468,52,Otro,182.17343366361212,89,0
469,77,Otro,386.0386674317866,28,0
470,58,Otro,207.24518221172403,66,0
471,54,Masculino,245.3991161387634,35,1
472,41,Femenino,317.66392424539214,5,0
473,46,Masculino,438.16494739421285,65,0
474,66,Femenino,492.208858173055,40,0
475,63,Otro,386.5698360866817,76,0
476,70,Masculino,214.99683987090987,56,0
477,48,Otro,216.75425261462584,36,0
478,52,Masculino,371.5465366277624,45,0
479,77,Otro,127.381412853584,23,0
480,50,Femenino,64.57707837781768,47,0
481,69,Femenino,184.08754616516012,31,0
482,78,Femenino,151.103486414673,11,0
483,38,Masculino,155.54282496320715,10,1
484,49,Femenino,124.85099413893091,67,0
485,40,Masculino,31.104616326999142,14,0
486,50,Femenino,19.249291052006058,80,0
487,20,Femenino,493.99010977578746,74,1
488,35,Masculino,219.89494896370462,93,0
489,42,Masculino,198.6278937846642,10,1
490,59,Femenino,343.1873448782577,76,0
491,48,Masculino,117.33527810994892,94,0
492,71,Femenino,475.5059995436353,1,1
493,75,Masculino,395.4158845564127,5,0
494,20,Otro,54.26668563185103,20,0
495,57,Otro,214.90578974672243,8,0
496,63,Otro,440.8284115516796,43,1
497,41,Otro,472.9463249116453,76,0
498,67,Otro,239.29303975681123,1,0
499,49,Femenino,310.7648750186414,57,0
500,64,Otro,92.26311661207082,64,0
